stk_cd,t1_dt,tried
900300,20230511,900300|900300_NX|900300_AL
900300,20240919,900300|900300_NX|900300_AL
900340,20230828,900340|900340_NX|900340_AL
900340,20240308,900340|900340_NX|900340_AL
900340,20240404,900340|900340_NX|900340_AL
900340,20240521,900340|900340_NX|900340_AL
900340,20241126,900340|900340_NX|900340_AL
950130,20240808,950130|950130_NX|950130_AL
950140,20230511,950140|950140_NX|950140_AL
950160,20240322,950160|950160_NX|950160_AL
950160,20240715,950160|950160_NX|950160_AL
950210,20230719,950210|950210_NX|950210_AL
950220,20240910,950220|950220_NX|950220_AL
